1	7.842275891560862e-8	-2.8110046699400863e-9	4.693321880140407e-6
26	0.000052765661509977486	-2.043474778267657e-6	0.00017220883836657847
51	0.00020028817336387246	-8.27841169766755e-6	0.00021942759991175052
76	0.0004346890862451878	-0.000018945830856502955	0.0002522353932804779
101	0.0007427021896909633	-0.00003374242476597372	0.0002756671700006443
126	0.001105814141762251	-0.000051804808377086855	0.0002885405321007098
151	0.0015007810597404486	-0.0000717823068766062	0.0002889604265170386
176	0.0019008166473290923	-0.00009199467132397628	0.0002782859492368074
201	0.0022775157926285565	-0.00011064997954158786	0.0002593994901002457
226	0.002603372668555615	-0.00012608542985756158	0.00023509124823828558
251	0.0028545579340544104	-0.00013698649101561713	0.00020767275909588378
276	0.0030134963764873257	-0.0001425471906803577	0.0001790576316690941
301	0.0030707744013290694	-0.0001425454947795736	0.00015078222448992366
326	0.003023220600459023	-0.0001373264943094977	0.00012407260069692447
351	0.002880605652025308	-0.00012769977289201644	0.00009976790698956834
376	0.002661063142331669	-0.00011477930703909916	0.00007838750555154841
401	0.002384731380650572	-0.00009984299953664219	0.00006016365850394945
426	0.002074082282640733	-0.00008413571608243961	0.000045081732097302076
451	0.0017512241327866133	-0.00006871992327812033	0.00003298038908448573
476	0.0014356450709799452	-0.00005443002905952848	0.000023502996220342026
501	0.0011426691990561158	-0.00004175378495148666	0.000016289578467477606
526	0.000882727304240745	-0.00003100432985423306	0.000010943546963681871
551	0.0006613855408412177	-0.000022293616349154546	7.091580624509632e-6
576	0.0004799598742655424	-0.00001540024546144816	4.4036028117668475e-6
601	0.000336486907156349	-0.000010223415595645233	2.5901966610062298e-6
626	0.0002268211759136272	-6.448423347984763e-6	1.4166947744530354e-6
651	0.0001456708926222708	-3.828284039924049e-6	6.961578163483813e-7
676	0.00008744835043953786	-2.092963569253616e-6	2.981874882606177e-7
701	0.00004687841420627459	-9.847171790837813e-7	9.85932627619516e-8
726	0.000019364442896855895	-3.7218946590990203e-7	2.188829104970548e-8
736	0.000011143639414432387	-2.1382560776738387e-7	7.654995381434242e-9
751	1.1483586921851698e-6	-2.8314454598503293e-8	1.4467295849340378e-11
753	0	0.	0.
