1	7.842275891560862e-8	-2.5178813816970474e-9	5.582409763381508e-9
26	0.000052765661509977486	-2.0086124652027623e-6	3.5933359544113283e-6
51	0.00020028817336387246	-8.906700628645423e-6	0.000013010196556291111
76	0.0004346890862451878	-0.000022258346924960913	0.000026934085976730987
101	0.0007427021896909633	-0.000043192728560073384	0.00004397921062678774
126	0.001105814141762251	-0.0000721069079505221	0.00006274485792494385
151	0.0015007810597404486	-0.00010843717404402243	0.00008181541650366282
176	0.0019008166473290923	-0.00015056218068519855	0.00009976546640590431
201	0.0022775157926285565	-0.00019587818053707932	0.0001152739527829319
226	0.002603372668555615	-0.00024105327254486574	0.00012720449020913924
251	0.0028545579340544104	-0.00028242852495722107	0.00013473123733588342
276	0.0030134963764873257	-0.0003164995817598055	0.00013739461119911212
301	0.0030707744013290694	-0.0003403917483257885	0.00013527054247292655
326	0.003023220600459023	-0.00035224095268113426	0.0001288386989189965
351	0.002880605652025308	-0.0003514126551733611	0.0001188272654789773
376	0.002661063142331669	-0.00033852558935318914	0.00010622168471964242
401	0.002384731380650572	-0.00031528793278872384	0.00009210756751858472
426	0.002074082282640733	-0.00028418976116051137	0.00007751573362190237
451	0.0017512241327866133	-0.00024811901135486555	0.00006332001473873147
476	0.0014356450709799452	-0.00020997444651431	0.00005022244848987808
501	0.0011426691990561158	-0.00017233797913648085	0.0000386683673066645
526	0.000882727304240745	-0.00013721968802702508	0.000028879311955118085
551	0.0006613855408412177	-0.00010599170346024892	0.000020942182385075416
576	0.0004799598742655424	-0.00007942683682761651	0.000014655382610766801
601	0.000336486907156349	-0.00005770659420565667	9.925032424405086e-6
626	0.0002268211759136272	-0.00004058370095680101	6.401227314925728e-6
651	0.0001456708926222708	-0.00002754235834253244	3.897882025599277e-6
676	0.00008744835043953786	-0.00001792460877264187	2.1910964188491484e-6
701	0.00004687841420627459	-0.000011012320975215073	1.0481102768062667e-6
726	0.000019364442896855895	-5.276449185272937e-6	3.5854943051342086e-7
736	0.000011143639414432387	-3.207564288163207e-6	1.792823145624952e-7
751	1.1483586921851698e-6	-3.59145533175374e-7	2.442646634882092e-9
753	0	0.	0.
